QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE
24,100,13,3922.56,Cancelled,2,6,2004,Classic Cars,194,UK,Medium
44,100,14,9160.36,Shipped,3,7,2004,Classic Cars,194,Italy,Large
50,100,3,9631,Shipped,3,8,2004,Classic Cars,194,USA,Large
21,100,12,3432.24,Shipped,3,8,2004,Classic Cars,194,Switzerland,Medium
33,100,5,5521.89,Shipped,4,10,2003,Classic Cars,194,Germany,Medium
33,100,10,6934.62,Shipped,4,10,2004,Classic Cars,194,Germany,Medium
31,100,3,6876.11,Shipped,4,11,2004,Classic Cars,194,Sweden,Medium
41,71.47,5,2930.27,Shipped,4,11,2004,Classic Cars,194,USA,Small
45,79.65,2,3584.25,Shipped,4,11,2004,Classic Cars,194,Austria,Medium
33,85.39,3,2817.87,Shipped,1,1,2005,Classic Cars,194,Finland,Small
45,76,7,3420,Shipped,1,2,2005,Classic Cars,194,France,Medium
26,99.04,4,2575.04,Shipped,1,3,2005,Classic Cars,194,Sweden,Small
12,100,13,1961.28,Shipped,2,5,2005,Classic Cars,194,Austria,Small
41,100,15,8690.36,Shipped,1,2,2003,Classic Cars,207,Denmark,Large
33,100,9,6034.38,Shipped,2,4,2003,Classic Cars,207,Singapore,Medium
46,100,2,11279.2,Shipped,2,6,2003,Classic Cars,207,USA,Large
33,100,12,8023.29,Shipped,3,8,2003,Classic Cars,207,USA,Large
20,100,11,4904,Shipped,3,9,2003,Classic Cars,207,Spain,Medium
44,100,3,8594.52,Shipped,4,10,2003,Classic Cars,207,Singapore,Large
33,100,2,7474.5,Shipped,4,11,2003,Classic Cars,207,Italy,Large
21,100,13,3883.74,Shipped,4,11,2003,Classic Cars,207,USA,Medium
47,100,5,8887.7,Shipped,4,11,2003,Classic Cars,207,USA,Large
46,100,13,8602.92,Shipped,1,1,2004,Classic Cars,207,France,Large
32,100,2,7181.44,Shipped,1,2,2004,Classic Cars,207,Ireland,Large
42,100,2,8378.58,Shipped,1,3,2004,Classic Cars,207,Spain,Large
44,100,2,10606.2,Shipped,2,5,2004,Classic Cars,207,Finland,Large
35,100,2,5818.4,Shipped,3,7,2004,Classic Cars,207,USA,Medium
41,100,5,7071.27,Shipped,3,8,2004,Classic Cars,207,USA,Large
46,100,8,8411.56,Shipped,3,9,2004,Classic Cars,207,Italy,Large
31,100,13,6570.76,Shipped,4,10,2004,Classic Cars,207,UK,Medium
38,100,5,7975.44,Shipped,4,10,2004,Classic Cars,207,Denmark,Large
42,64,8,2688,Shipped,4,11,2004,Classic Cars,207,Norway,Small
33,57.22,10,1888.26,Shipped,4,11,2004,Classic Cars,207,France,Small
48,52.36,8,2513.28,Shipped,4,11,2004,Classic Cars,207,Spain,Small
42,100,8,4764.48,Shipped,4,12,2004,Classic Cars,207,France,Medium
32,100,6,3560.64,Shipped,1,1,2005,Classic Cars,207,USA,Medium
34,100,10,3823.64,Shipped,1,2,2005,Classic Cars,207,USA,Medium
33,69.12,1,2280.96,Shipped,1,3,2005,Classic Cars,207,France,Small
36,100,2,8677.8,Shipped,2,5,2005,Classic Cars,207,USA,Large
27,100,8,3394.98,Shipped,1,1,2003,Trucks and Buses,136,Norway,Medium
21,100,2,3415.44,Shipped,1,3,2003,Trucks and Buses,136,USA,Medium
21,100,8,2439.57,Shipped,2,5,2003,Trucks and Buses,136,Spain,Small
38,100,8,4829.8,Shipped,3,7,2003,Trucks and Buses,136,USA,Medium
30,100,5,4100.1,Shipped,3,9,2003,Trucks and Buses,136,Singapore,Medium
49,100,6,6563.06,Resolved,4,10,2003,Trucks and Buses,136,Austria,Medium
43,100,1,6817.22,Shipped,4,11,2003,Trucks and Buses,136,Australia,Medium
41,100,5,6163.94,Shipped,4,11,2003,Trucks and Buses,136,USA,Medium
38,100,8,4933.92,Shipped,4,11,2003,Trucks and Buses,136,France,Medium
28,100,3,4056.36,Shipped,4,12,2003,Trucks and Buses,136,Canada,Medium
43,100,1,5759.42,Shipped,1,2,2004,Trucks and Buses,136,France,Medium
25,100,13,3451,Shipped,1,3,2004,Trucks and Buses,136,USA,Medium
38,100,6,5920.4,Shipped,2,5,2004,Trucks and Buses,136,USA,Medium
41,100,3,6668.24,Shipped,2,6,2004,Trucks and Buses,136,Japan,Medium
28,100,6,4094.72,Shipped,3,7,2004,Trucks and Buses,136,Australia,Medium
25,100,13,2938.5,Shipped,3,8,2004,Trucks and Buses,136,USA,Small
41,100,8,6387.8,Shipped,3,9,2004,Trucks and Buses,136,Sweden,Medium
39,100,3,6396,Shipped,4,10,2004,Trucks and Buses,136,France,Medium
21,100,11,2669.1,Shipped,4,10,2004,Trucks and Buses,136,Canada,Small
27,100,9,4784.13,Shipped,4,11,2004,Trucks and Buses,136,USA,Medium
33,99.21,6,3273.93,Shipped,4,11,2004,Trucks and Buses,136,USA,Medium
29,100,3,3586.43,Shipped,4,11,2004,Trucks and Buses,136,Australia,Medium
49,100,8,5960.36,Shipped,4,12,2004,Trucks and Buses,136,USA,Medium
49,100,8,8470.14,Shipped,1,1,2005,Trucks and Buses,136,Australia,Large
20,100,1,2952,Shipped,1,2,2005,Trucks and Buses,136,USA,Small
39,63.2,9,2464.8,Shipped,1,3,2005,Trucks and Buses,136,Australia,Small
40,100,6,6232,Shipped,2,5,2005,Trucks and Buses,136,Canada,Medium
49,100,3,7969.36,In Process,2,5,2005,Trucks and Buses,136,Spain,Large
21,100,1,3036.6,Shipped,1,2,2003,Motorcycles,150,USA,Medium
50,100,4,8284,Shipped,2,5,2003,Motorcycles,150,France,Large
20,100,1,2711.2,Shipped,3,7,2003,Motorcycles,150,France,Small
49,100,5,8339.8,Shipped,3,8,2003,Motorcycles,150,USA,Large
38,100,13,6238.84,Shipped,4,10,2003,Motorcycles,150,USA,Medium
35,100,13,4639.25,Shipped,4,11,2003,Motorcycles,150,Australia,Medium
40,100,8,6747.6,Shipped,4,11,2003,Motorcycles,150,France,Medium
28,100,1,4512.48,Shipped,4,11,2003,Motorcycles,150,USA,Medium
25,100,1,4029,Shipped,4,12,2003,Motorcycles,150,USA,Medium
36,100,13,4771.8,Shipped,1,1,2004,Motorcycles,150,France,Medium
43,100,6,6087.94,Shipped,1,2,2004,Motorcycles,150,France,Medium
32,100,6,4193.28,Shipped,2,4,2004,Motorcycles,150,USA,Medium
46,100,1,7552.28,Shipped,2,5,2004,Motorcycles,150,USA,Large
48,100,1,6434.4,Shipped,2,6,2004,Motorcycles,150,USA,Medium
43,100,14,5181.5,Shipped,3,8,2004,Motorcycles,150,USA,Medium
49,100,5,6863.92,Shipped,3,8,2004,Motorcycles,150,USA,Medium
24,100,8,4157.04,Shipped,3,9,2004,Motorcycles,150,Finland,Medium
26,100,4,4660.24,Shipped,4,10,2004,Motorcycles,150,Norway,Medium
30,100,9,4111.8,Shipped,4,11,2004,Motorcycles,150,USA,Medium
24,100,6,3542.64,Shipped,4,11,2004,Motorcycles,150,USA,Medium
55,100,8,8118.55,Shipped,4,11,2004,Motorcycles,150,Austria,Large
22,100,1,3877.06,Shipped,1,1,2005,Motorcycles,150,USA,Medium
49,78.92,13,3867.08,Shipped,1,2,2005,Motorcycles,150,France,Medium
44,100,6,5951.44,Shipped,1,3,2005,Motorcycles,150,USA,Medium
66,100,6,8648.64,Shipped,2,4,2005,Motorcycles,150,UK,Large
21,100,1,3447.78,Disputed,2,5,2005,Motorcycles,150,Spain,Medium
34,100,1,5958.5,Shipped,1,1,2003,Classic Cars,151,Spain,Medium
43,100,10,5911.64,Shipped,2,4,2003,Classic Cars,151,Singapore,Medium
46,100,3,7366.44,Shipped,2,6,2003,Classic Cars,151,USA,Large
33,100,13,4985.64,Shipped,3,8,2003,Classic Cars,151,USA,Medium
42,100,12,5393.64,Shipped,3,9,2003,Classic Cars,151,Spain,Medium
34,100,4,4880.02,Shipped,4,10,2003,Classic Cars,151,Singapore,Medium
47,100,3,8378.69,Shipped,4,11,2003,Classic Cars,151,Italy,Large
33,100,14,4038.21,Shipped,4,11,2003,Classic Cars,151,USA,Medium
24,100,6,3807.12,Shipped,4,11,2003,Classic Cars,151,USA,Medium
26,100,14,3142.36,Shipped,1,1,2004,Classic Cars,151,France,Medium
30,100,3,4713.6,Shipped,1,2,2004,Classic Cars,151,Ireland,Medium
43,100,1,7016.31,Shipped,1,3,2004,Classic Cars,151,Germany,Large
25,100,3,4381.25,Shipped,2,5,2004,Classic Cars,151,Finland,Medium
27,100,3,4283.01,Shipped,3,7,2004,Classic Cars,151,USA,Medium
27,100,6,4364.82,Shipped,3,8,2004,Classic Cars,151,USA,Medium
24,100,9,4242.24,Shipped,3,9,2004,Classic Cars,151,Italy,Medium
34,100,14,4982.7,Shipped,4,10,2004,Classic Cars,151,UK,Medium
46,100,6,6393.54,Shipped,4,10,2004,Classic Cars,151,Denmark,Medium
27,54.33,1,1466.91,Shipped,4,11,2004,Classic Cars,151,USA,Small
33,100,11,4059.33,Shipped,4,11,2004,Classic Cars,151,France,Medium
47,100,4,4801.52,Shipped,4,11,2004,Classic Cars,151,Spain,Medium
49,55.34,5,2711.66,Shipped,4,12,2004,Classic Cars,151,Spain,Small
40,100,4,5862,Shipped,1,1,2005,Classic Cars,151,Japan,Medium
37,100,11,4071.85,Shipped,1,2,2005,Classic Cars,151,USA,Medium
47,100,3,8236.75,Shipped,2,5,2005,Classic Cars,151,USA,Large
45,100,4,6130.35,Shipped,1,3,2003,Classic Cars,117,Philippines,Medium
37,99.82,8,3693.34,Shipped,2,5,2003,Classic Cars,117,France,Medium
48,100,5,6031.68,Shipped,3,7,2003,Classic Cars,117,USA,Medium
31,100,5,3494.94,Shipped,3,9,2003,Classic Cars,117,USA,Medium
46,100,6,5294.14,Shipped,4,10,2003,Classic Cars,117,USA,Medium
47,100,4,5464.69,Shipped,4,11,2003,Classic Cars,117,Austria,Medium
28,100,12,2860.76,Shipped,4,11,2003,Classic Cars,117,Norway,Small
40,100,1,5590,Shipped,4,11,2003,Classic Cars,117,Germany,Medium
20,100,6,2254.8,Shipped,4,12,2003,Classic Cars,117,Spain,Small
39,100,16,4946.76,Shipped,1,1,2004,Classic Cars,117,Spain,Medium
25,99.82,7,2495.5,Shipped,1,2,2004,Classic Cars,117,Switzerland,Small
29,100,1,3167.38,Shipped,2,4,2004,Classic Cars,117,Denmark,Medium
22,100,11,2402.84,Cancelled,2,6,2004,Classic Cars,117,UK,Small
22,100,12,2454.54,Shipped,3,7,2004,Classic Cars,117,Italy,Small
47,100,1,5464.69,Shipped,3,8,2004,Classic Cars,117,USA,Medium
45,100,10,4756.5,Shipped,3,8,2004,Classic Cars,117,Switzerland,Medium
29,100,3,3984.6,Shipped,4,10,2003,Classic Cars,117,Germany,Medium
24,100,8,3100.32,Shipped,4,10,2004,Classic Cars,117,Germany,Medium
35,100,1,4850.3,Shipped,4,11,2004,Classic Cars,117,Sweden,Medium
46,83.63,13,3846.98,Shipped,4,11,2004,Classic Cars,117,USA,Medium
44,95.93,1,4220.92,Shipped,4,11,2004,Classic Cars,117,Austria,Medium
34,96.73,4,3288.82,Shipped,1,1,2005,Classic Cars,117,Finland,Medium
35,100,1,3987.2,Shipped,1,2,2005,Classic Cars,117,USA,Medium
25,72.38,6,1809.5,Shipped,1,3,2005,Classic Cars,117,Sweden,Small
10,100,11,1092.2,Shipped,2,5,2005,Classic Cars,117,Austria,Small
29,100,14,4566.05,Shipped,1,2,2003,Classic Cars,173,Denmark,Medium
39,100,8,5938.14,Shipped,2,4,2003,Classic Cars,173,Singapore,Medium
42,100,1,8138.76,Shipped,2,6,2003,Classic Cars,173,USA,Large
46,100,11,9470.94,Shipped,3,8,2003,Classic Cars,173,USA,Large
49,100,10,7036.89,Shipped,3,9,2003,Classic Cars,173,Spain,Large
27,100,2,5559.03,Shipped,4,10,2003,Classic Cars,173,Singapore,Medium
50,100,1,7872.5,Shipped,4,11,2003,Classic Cars,173,Italy,Large
43,100,12,7886.2,Shipped,4,11,2003,Classic Cars,173,USA,Large
38,100,4,7232.16,Shipped,4,11,2003,Classic Cars,173,USA,Large
20,100,12,3114.4,Shipped,1,1,2004,Classic Cars,173,France,Medium
27,100,1,5045.22,Shipped,1,2,2004,Classic Cars,173,Ireland,Medium
49,100,1,6952.12,Shipped,1,3,2004,Classic Cars,173,Spain,Medium
27,100,1,4157.73,Shipped,2,5,2004,Classic Cars,173,Finland,Medium
39,100,1,7962.24,Shipped,3,7,2004,Classic Cars,173,USA,Large
24,100,4,3778.8,Shipped,3,8,2004,Classic Cars,173,USA,Medium
45,100,7,8253,Shipped,3,9,2004,Classic Cars,173,Italy,Large
20,100,12,3633.4,Shipped,4,10,2004,Classic Cars,173,UK,Medium
36,100,4,6913.8,Shipped,4,10,2004,Classic Cars,173,Denmark,Medium
24,100,1,2583.6,Shipped,4,11,2004,Classic Cars,173,Norway,Small
49,63.38,1,3105.62,Shipped,4,11,2004,Classic Cars,173,France,Medium
26,100,10,4408.56,Shipped,4,12,2004,Classic Cars,173,USA,Medium
49,62.09,5,3042.41,Shipped,4,12,2004,Classic Cars,173,France,Medium
34,100,1,5941.5,Shipped,1,1,2005,Classic Cars,173,Japan,Medium
34,95.35,12,3241.9,Shipped,1,2,2005,Classic Cars,173,USA,Medium
33,100,3,6109.29,Shipped,1,3,2005,Classic Cars,173,USA,Medium
22,100,1,3387.78,Shipped,2,5,2005,Classic Cars,173,USA,Medium
39,89.38,7,3485.82,Shipped,1,3,2003,Classic Cars,79,Philippines,Medium
32,63.84,11,2042.88,Shipped,2,5,2003,Classic Cars,79,France,Small
24,75.01,8,1800.24,Shipped,3,7,2003,Classic Cars,79,USA,Small
21,63.84,8,1340.64,Shipped,3,9,2003,Classic Cars,79,USA,Small
24,73.42,3,1762.08,Shipped,4,10,2003,Classic Cars,79,USA,Small
36,63.84,3,2298.24,Shipped,4,11,2003,Classic Cars,79,Australia,Small
20,81.4,15,1628,Shipped,4,11,2003,Classic Cars,79,Norway,Small
30,64.64,4,1939.2,Shipped,4,11,2003,Classic Cars,79,Germany,Small
